country,location_name,latitude,longitude,temperature_celsius,precip_mm,humidity,air_quality_PM2.5
Mauritania,Nouakchott,18.0864,-15.9753,22.875714285714285,0.0013571428571428571,54.6,43.276357142857144
Mauritania,Nouakchott,18.09,-15.98,26.6,0.003125,63.84375,30.70921875
Mauritius,Port Louis,-20.1619,57.4989,27.58294573643411,0.02232558139534884,69.27906976744185,8.60484495828318
Mauritius,Port Louis,-20.16,57.5,23.313333333333333,0.023333333333333334,70.9,3.625333333333333
Mexico,Mexico City,19.4285,-99.1277,13.990579710144928,0.0018840579710144927,67.21014492753623,41.74340579710145
Mexico,Mexico City,19.43,-99.13,16.37837837837838,0.01810810810810811,76.1891891891892,22.458243243243246
Micronesia,Palikir,6.9167,158.15,28.536936936936936,0.025945945945945948,81.85585585585585,7.675810810810811
Micronesia,Palikir,6.92,158.15,27.138461538461538,0.02230769230769231,84.92307692307692,1.323846153846154
Monaco,Monaco,43.73,7.42,25.82903225806452,0.005806451612903225,67.3225806451613,7.586935483870968
Monaco,Monaco,43.7333,7.4167,16.58134328358209,0.009925373134328359,64.66417910447761,9.277014925373136
Mongolia,Ulaanbaatar,47.9167,106.9167,7.980172413793105,0.0049137931034482765,44.76724137931034,16.534741379310343
Mongolia,Ulaanbaatar,47.92,106.92,16.227777777777778,0.008611111111111111,59.388888888888886,7.586805555555555
Montenegro,Podgorica,42.44,19.26,31.951724137931034,0.009310344827586208,39.241379310344826,8.587931034482759
Montenegro,Podgorica,42.4411,19.2636,16.268888888888892,0.011851851851851853,62.837037037037035,16.582555556968405
Morocco,Rabat,34.0253,-6.8361,17.2970802919708,0.006715328467153285,83.23357664233576,16.22675182481752
Morocco,Rabat,34.03,-6.84,24.517241379310345,0.0006896551724137932,64.55172413793103,8.828793103448277
Mozambique,Maputo,-25.97,32.59,25.63076923076923,0.0038461538461538464,52.5,13.301730769230769
Mozambique,Maputo,-25.9653,32.5892,25.523076923076925,0.009923076923076923,68.1076923076923,11.338115384615383
Myanmar,Abazu,17.6167,96.7333,27.2,0.05,86.0,10.2
Myanmar,Namawbin,24.2333,95.4833,29.24,0.04,76.0,8.239999999999998
Myanmar,Pathein,16.78,94.73,28.933333333333334,0.016666666666666666,77.66666666666667,1.9333333333333333
Myanmar,Rangoon,16.78,96.17,28.266666666666666,0.016666666666666666,88.66666666666667,7.1000000000000005
Myanmar,Rangoon,16.7833,96.1667,32.064,0.013800000000000002,63.1,32.8034
Myanmar,Yangon,16.78,96.17,28.02,0.042666666666666665,89.6,10.560333333333334
Myanmar,Yangon,16.7833,96.1667,31.23225806451613,0.025967741935483873,69.20967741935483,32.76241935483871
Namibia,Windhoek,-22.5717,17.0822,20.011206896551727,0.0033620689655172414,45.86206896551724,6.214698275862069
Namibia,Windhoek,-22.57,17.08,22.883333333333333,0.0,15.133333333333333,5.5841666666666665
Nepal,Kathmandu,27.7167,85.3167,22.936764705882354,0.021470588235294116,53.11029411764706,40.78830882352941
Nepal,Kathmandu,27.72,85.32,24.66774193548387,0.031612903225806455,78.06451612903226,22.239516129032257
Netherlands,Amsterdam,52.37,4.89,18.4,0.023333333333333334,70.5,8.055555555555555
